BinCenter (ps);Histo01;Histo02;Histo03;Histo04
2797.5;163;513;0;0
2800.5;147;600;3;0
2803.5;182;627;3;0
2806.5;200;706;1;0
2809.5;183;752;2;0
2812.5;202;736;1;0
2815.5;203;818;1;0
2818.5;178;910;2;0
2821.5;184;927;2;0
2824.5;175;1022;1;0
2827.5;205;952;1;0
2830.5;187;1088;1;0
2833.5;216;1029;1;0
2836.5;193;998;1;0
2839.5;206;1004;1;0
2842.5;221;971;2;0
2845.5;165;883;1;0
2848.5;200;774;1;0
2851.5;227;780;1;0
2854.5;209;724;2;0
2857.5;216;679;0;0
2860.5;187;643;1;0
2863.5;225;551;3;0
2866.5;220;483;4;0
2869.5;211;443;1;0
2872.5;234;423;1;0
2875.5;201;414;2;0
2878.5;203;426;1;0
2881.5;236;400;0;0
2884.5;245;400;0;0
2887.5;255;426;1;0
2890.5;243;384;0;0
2893.5;263;364;0;0
2896.5;255;369;1;0
2899.5;242;383;2;0
2902.5;240;386;2;0
2905.5;246;357;2;0
2908.5;244;375;3;0
2911.5;220;386;1;0
2914.5;214;362;0;0
2917.5;237;392;1;0
2920.5;202;370;0;0
2923.5;207;387;0;0
2926.5;207;396;3;0
2929.5;193;381;1;0
2932.5;182;365;0;0
2935.5;211;346;2;0
2938.5;195;377;1;0
2941.5;216;332;1;0
2944.5;211;410;1;0
2947.5;174;385;0;0
2950.5;204;390;1;0
2953.5;189;377;0;0
2956.5;199;365;0;0
2959.5;179;379;0;0
2962.5;198;362;1;0
2965.5;199;373;1;0
2968.5;173;348;0;0
2971.5;196;411;0;0
2974.5;193;389;2;0
2977.5;197;380;1;0
2980.5;189;386;0;0
2983.5;206;377;1;0
2986.5;199;370;3;0
2989.5;185;354;1;0
2992.5;174;345;3;0
2995.5;173;371;0;0
2998.5;189;387;0;0
3001.5;203;357;1;0
3004.5;184;371;0;0
3007.5;216;358;0;0
3010.5;213;364;1;0
3013.5;201;370;2;0
3016.5;188;382;0;0
3019.5;164;403;0;0
3022.5;191;387;1;0
3025.5;196;355;2;0
3028.5;186;391;0;0
3031.5;186;386;0;0
3034.5;199;379;2;0
3037.5;191;368;3;0
3040.5;188;368;1;0
3043.5;211;358;0;0
3046.5;195;364;2;0
3049.5;183;371;2;0
3052.5;211;365;1;0
3055.5;218;385;1;0
3058.5;190;356;0;0
3061.5;195;369;1;0
3064.5;177;362;1;0
3067.5;194;406;1;0
3070.5;188;405;1;0
3073.5;181;419;1;0
3076.5;176;384;0;0
3079.5;190;362;2;0
3082.5;183;400;2;0
3085.5;192;355;2;0
3088.5;176;377;0;0
3091.5;208;399;0;0
3094.5;210;373;4;0
3097.5;195;393;1;0
3100.5;213;377;1;0
3103.5;201;394;0;0
3106.5;198;375;1;0
3109.5;156;398;1;0
3112.5;207;380;0;0
3115.5;198;372;1;0
3118.5;188;380;0;0
3121.5;194;389;0;0
3124.5;203;371;1;0
3127.5;180;369;0;0
3130.5;203;346;1;0
3133.5;181;352;0;0
3136.5;210;393;1;0
3139.5;214;377;0;0
3142.5;196;407;0;0
3145.5;178;409;1;0
3148.5;211;346;0;0
3151.5;214;400;0;0
3154.5;171;357;1;0
3157.5;192;364;1;0
3160.5;224;372;2;0
3163.5;180;389;0;0
3166.5;208;379;1;0
3169.5;195;378;0;0
3172.5;207;370;1;0
3175.5;207;370;0;0
3178.5;190;394;0;0
3181.5;185;376;1;0
3184.5;172;380;0;0
3187.5;210;365;0;0
3190.5;181;393;2;0
3193.5;191;362;2;0
3196.5;189;365;1;0
3199.5;221;379;0;0
3202.5;209;374;0;0
3205.5;174;362;1;0
3208.5;209;375;2;0
3211.5;183;355;1;0
3214.5;182;372;0;0
3217.5;192;351;0;0
3220.5;208;377;4;0
3223.5;175;381;0;0
3226.5;191;417;1;0
3229.5;177;376;0;0
3232.5;193;368;0;0
3235.5;197;385;2;0
3238.5;195;378;1;0
3241.5;186;401;1;0
3244.5;179;391;0;0
3247.5;208;389;0;0
3250.5;178;357;1;0
3253.5;189;395;0;0
3256.5;216;373;3;0
3259.5;208;351;1;0
3262.5;179;357;2;0
3265.5;179;364;1;0
3268.5;202;356;0;0
3271.5;194;325;1;0
